en,sl,description,file,hash
Backlinks are not working yet,Povratne povezave še ne delujejo,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Manjkajo poverilnice Moz. Dodajte svoj žeton API ali starejši ID za dostop in skrivni ključ, nato pa se vrnite na to stran, da pridobite podatke povratne povezave.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Odprite nastavitve,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,Vrnjena ni bila nobena vrstica,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Shranjena zgodovina,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Pregled,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Časovno obdobje,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d dni,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,ID stranke shranjen,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Skrivnost odjemalca shranjena,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Povežite podatke o uspešnosti iskanja,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
"After connecting, Ichiban will show Search Console metrics for 7, 28, 90, 180, and 365 days, including daily trends, top pages, top queries, countries, devices, search appearance, and cached Page Indexing scans.","Po vzpostavitvi povezave bo Ichiban prikazal meritve Search Console za 7, 28, 90, 180 in 365 dni, vključno z dnevnimi trendi, najpogostejšimi stranmi, najpogostejšimi poizvedbami, državami, napravami, videzom pri iskanju in predpomnjenimi pregledi indeksiranja strani.",,site/modules/Ichiban/ProcessIchiban.module.php,d5ad36a5c11aa3bfcd6490071960510a
Connect GSC,Povežite GSC,,site/modules/Ichiban/ProcessIchiban.module.php,5169a3e73c792b659bf7ea3ebcf90d2a
Use these values,Uporabite te vrednosti,,site/modules/Ichiban/ProcessIchiban.module.php,380619beb0f00818c369ec13a9649649
Authorized redirect URI,URI pooblaščene preusmeritve,,site/modules/Ichiban/ProcessIchiban.module.php,443d5d24c0964c6c49c5f81670d37624
Search Console property,lastnina Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,2271a30c6775a2b462687d705c876d30
"Enter the exact Search Console property you use. For Domain properties, use only the bare domain, for example lqrs.uk. Ichiban automatically sends it to Google as a sc-domain property. Use https://example.com/ only for URL-prefix properties.","Vnesite natančno lastnost Search Console, ki jo uporabljate. Za lastnosti domene uporabite samo golo domeno, na primer lqrs.uk. Ichiban ga samodejno pošlje Googlu kot lastnino domene sc. Uporabite https://example.com/ samo za lastnosti predpone URL.",,site/modules/Ichiban/ProcessIchiban.module.php,a786f0cf80cfb5d5d10abf81ce3a6838
How to connect,Kako se povezati,,site/modules/Ichiban/ProcessIchiban.module.php,84d1dfd4219bd088fcf71f136fd6b604
Create or choose a Google Cloud project.,Ustvarite ali izberite projekt Google Cloud.,,site/modules/Ichiban/ProcessIchiban.module.php,93aac15bf6a45d37a5a7bc4ffe7e8e2e
Create OAuth credentials.,Ustvarite poverilnice OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,6237e1dab705b80dca50dd7791bca8a9
Publish the OAuth app.,Objavite aplikacijo OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,56cc2183e22b64a8393c94666179c05d
Save credentials in Ichiban.,Shranite poverilnice v Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,dac233cae924b8d77e260ec9cf5dc33b
Connect your Google account.,Povežite svoj Google račun.,,site/modules/Ichiban/ProcessIchiban.module.php,7b89353113f03e281ea7e3d43c50658a
Run optional indexing scan.,Zaženite neobvezno pregledovanje indeksiranja.,,site/modules/Ichiban/ProcessIchiban.module.php,cb468820ea79505bed3bd0deee6600b7
Enable Search Console API,Omogoči Search Console API,,site/modules/Ichiban/ProcessIchiban.module.php,f121c1352efd213144968c77f03fd8ba
OAuth client setup,Nastavitev odjemalca OAuth,,site/modules/Ichiban/ProcessIchiban.module.php,ba9213abcc9cca89ead1239782c52a0d
What appears after connection,Kaj se prikaže po povezavi,,site/modules/Ichiban/ProcessIchiban.module.php,1a5dec6593f3a1fd20673ea7830c8f9c
Date ranges,Časovna obdobja,,site/modules/Ichiban/ProcessIchiban.module.php,b719f89abe2683830aa364c642fa393a
Daily trend,Dnevni trend,,site/modules/Ichiban/ProcessIchiban.module.php,e81292f7a544bdf1ab7316beefd13be3
Rows per detail,Vrstice na detajl,,site/modules/Ichiban/ProcessIchiban.module.php,239eaebc34634cca9787fc149972746c
Page Indexing,Indeksiranje strani,,site/modules/Ichiban/ProcessIchiban.module.php,da47ac89c1a3597ba4b513b7c2fa4ca7
Section,Razdelek,,site/modules/Ichiban/ProcessIchiban.module.php,d2c24d59e0baff4d0155fbdf62590867
Breakdowns,Okvare,,site/modules/Ichiban/ProcessIchiban.module.php,ff1cc00548a7265a8600c7ea86675f39
Revisions,Revizije,,site/modules/Ichiban/ProcessIchiban.module.php,fd88b11cfde6aa5e3c7ff0553b534885
SEO Revisions,SEO Revizije,,site/modules/Ichiban/ProcessIchiban.module.php,91c51ab91c24548fd5427de8a0e7f31f
Review tracked SEO field changes and restore previous values when a page edit needs to be rolled back.,"Preglejte sledene spremembe polja SEO in obnovite prejšnje vrednosti, ko je treba urejanje strani povrniti nazaj.",,site/modules/Ichiban/ProcessIchiban.module.php,a1aac973a63feb1fd57f355743594c90
recent revisions,nedavne revizije,,site/modules/Ichiban/ProcessIchiban.module.php,530945749366f603712bd4d24e0111e1
What is tracked?,Kaj se spremlja?,,site/modules/Ichiban/ProcessIchiban.module.php,02855514ddbae9c70d07f449379222a0
No SEO revisions yet,Ni še revizij SEO,,site/modules/Ichiban/ProcessIchiban.module.php,6bf3a349304b11418b6a2f280da6a678
Date,Datum,,site/modules/Ichiban/ProcessIchiban.module.php,44749712dbec183e983dcd78a7736c41
%d more changes,%d več sprememb,,site/modules/Ichiban/ProcessIchiban.module.php,49aea55a61e372375780c2356ff3c9ca
Reports,Poročila,,site/modules/Ichiban/ProcessIchiban.module.php,c91c7b93c28cd18741b71f727ee81ee3
SEO Reports,SEO Poročila,,site/modules/Ichiban/ProcessIchiban.module.php,81ba12f30d83c378af285a0371230353
Report settings saved.,Nastavitve poročila so shranjene.,,site/modules/Ichiban/ProcessIchiban.module.php,15f016ff5c23d5df2b3f38a408b5edf5
Report JSON generated.,Ustvarjeno poročilo JSON.,,site/modules/Ichiban/ProcessIchiban.module.php,07225234b62f106f4bcec15723b1891c
Enter a valid recipient email address for the test.,Vnesite veljaven e-poštni naslov prejemnika za test.,,site/modules/Ichiban/ProcessIchiban.module.php,bb14575c101749a7c485e4a2969d1a25
Test report sent to %s.,Poročilo o preskusu je bilo poslano na %s.,,site/modules/Ichiban/ProcessIchiban.module.php,86c9c8aedf1b4156d0df0827e5fcc95e
Test report could not be sent. Check the selected WireMail provider and sender settings.,Poročila o preskusu ni bilo mogoče poslati. Preverite izbranega ponudnika WireMail in nastavitve pošiljatelja.,,site/modules/Ichiban/ProcessIchiban.module.php,9a4b615ca2f061284e2f889a5e0406a7
Monthly,Mesečno,,site/modules/Ichiban/ProcessIchiban.module.php,9030e39f00132d583da4122532e509e9
In development,V razvoju,,site/modules/Ichiban/ProcessIchiban.module.php,be78895889e8bb7c29f2b40b8b9027ce
Never,Nikoli,,site/modules/Ichiban/ProcessIchiban.module.php,6e7b34fa59e1bd229b207892956dc41c
Email reports,Poročila po e-pošti,,site/modules/Ichiban/ProcessIchiban.module.php,555c449850a679d325c002d6081e9373
Reports are in development,Poročila so v razvoju,,site/modules/Ichiban/ProcessIchiban.module.php,9f209867ef413cf433f09d82c8d3728e
"LazyCron will generate the report as JSON, store the latest snapshot here, and send the same report by email. DOCX export is available for printing or sharing with a client.","LazyCron bo ustvaril poročilo kot JSON, tukaj shranil najnovejši posnetek in isto poročilo poslal po e-pošti. Izvoz DOCX je na voljo za tiskanje ali skupno rabo z odjemalcem.",,site/modules/Ichiban/ProcessIchiban.module.php,db19324b69e6523d959f877cc425ae59
Current schedule: %s,Trenutni razpored: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c9d0f684bd8afe89509359f6f64af465
Email delivery is enabled in settings.,Dostava e-pošte je omogočena v nastavitvah.,,site/modules/Ichiban/ProcessIchiban.module.php,f5ea5a57edff2817de95a4a680310939
Last generated: %s,Nazadnje ustvarjeno: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c20ff854937e5b0fa34512a7281f0eb5
Recipients: %s,Prejemniki: %s,,site/modules/Ichiban/ProcessIchiban.module.php,3d142456f4594a65bf0328b48c3ea3cb
"A short operational digest: current SEO score, new critical issues, pages that need attention, Search Console movement, and indexing warnings from the latest cached scan.","Kratek operativni povzetek: trenutni rezultat SEO, nove kritične težave, strani, ki potrebujejo pozornost, gibanje Search Console in opozorila glede indeksiranja iz zadnjega predpomnjenega skeniranja.",,site/modules/Ichiban/ProcessIchiban.module.php,ef526c8948e5024b155827fe4d6ab441
"A broader trend summary: score change, issue totals, top winning and losing pages, query visibility, cleanup activity, redirect hits, and recommendations for the next month.","Širši povzetek trendov: sprememba rezultatov, skupne vrednosti težav, najboljše uspešne in izgubljene strani, vidnost poizvedbe, dejavnost čiščenja, preusmeritveni zadetki in priporočila za naslednji mesec.",,site/modules/Ichiban/ProcessIchiban.module.php,672d04b68f6e2446736244f5394f33a1
Planned report data,Načrtovani podatki poročila,,site/modules/Ichiban/ProcessIchiban.module.php,3c60f8a18255c43f46adf559658e9469
SEO health score and critical audit issues,Zdravstvena ocena SEO in kritične revizije,,site/modules/Ichiban/ProcessIchiban.module.php,ba95ccf5ff1e3c1e123d72d3b5839600
"Missing titles, descriptions, OG images, and noindex pages","Manjkajoči naslovi, opisi, slike OG in strani brez indeksa",,site/modules/Ichiban/ProcessIchiban.module.php,5514beefa3cf9fb90a5aab1b5635fe39
"Search Console clicks, impressions, CTR, and average position","Search Console klikov, prikazov, CTR in povprečne pozicije",,site/modules/Ichiban/ProcessIchiban.module.php,0d08eb3c00cf5df40cebd7cd903d9ef4
"Top pages, top queries, countries, devices, and search appearance","Najbolj priljubljene strani, najpogostejše poizvedbe, države, naprave in videz pri iskanju",,site/modules/Ichiban/ProcessIchiban.module.php,c941e3e28d391260d0ab99b8eae0543f
Page Indexing sample scan issues,Težave z vzorčnim skeniranjem indeksiranja strani,,site/modules/Ichiban/ProcessIchiban.module.php,7489962f8f744553c84540b49cdfe252
"Recent redirects, cleanup blocks, and SEO revisions","Nedavne preusmeritve, čistilni bloki in revizije SEO",,site/modules/Ichiban/ProcessIchiban.module.php,65c0c6e55aebd2915fcf247e41d31324
Latest JSON report,Zadnje poročilo JSON,,site/modules/Ichiban/ProcessIchiban.module.php,adbf210d8192e10cdb1b48623db1bc0a
Generate report JSON,Ustvari poročilo JSON,,site/modules/Ichiban/ProcessIchiban.module.php,2d6f6e522bfa1c678f32eaafac824604
Download DOCX,Prenesite DOCX,,site/modules/Ichiban/ProcessIchiban.module.php,7346caa5c044baf6fa89eef9027e0dc2
No report JSON has been generated yet.,Ustvarjeno še ni bilo nobeno poročilo JSON.,,site/modules/Ichiban/ProcessIchiban.module.php,6371fb284d0f3d642f925706554074a4
SEO score,Rezultat SEO,,site/modules/Ichiban/ProcessIchiban.module.php,074b37a1f8c8d097db329269306dc82a
priority issues,prednostna vprašanja,,site/modules/Ichiban/ProcessIchiban.module.php,511f2908daccf3e43e3b2aadb757c69f
redirects,preusmeri,,site/modules/Ichiban/ProcessIchiban.module.php,2d8413ae32cda5259e93d4f3666f1235
Report settings,Nastavitve poročanja,,site/modules/Ichiban/ProcessIchiban.module.php,d7ef833eef4eab6e04dae7e2d02281e2
Enable scheduled SEO email reports,Omogoči načrtovana e-poštna poročila SEO,,site/modules/Ichiban/ProcessIchiban.module.php,02aeff7b30592ea88903bc067d53d785
Frequency,Pogostost,,site/modules/Ichiban/ProcessIchiban.module.php,7cf395303ce3665a9834721d4b748e4b
Recipients,Prejemniki,,site/modules/Ichiban/ProcessIchiban.module.php,5959cf158e76f7c6f27bff2917ee05b1
Include Google Search Console summary,Vključite povzetek Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,b738447fc9dae2d3887e9c28dfb6dab1
Mailer,Poštar,,site/modules/Ichiban/ProcessIchiban.module.php,ab7cdc2b180fc58564cd06e2e1507977
From email,Iz elektronske pošte,,site/modules/Ichiban/ProcessIchiban.module.php,3b4d5020b407b2eae50b456767d206b3
From name,Od imena,,site/modules/Ichiban/ProcessIchiban.module.php,c3a7ea0c38bac179a545dbfaf4ebb013
Save report settings,Shrani nastavitve poročila,,site/modules/Ichiban/ProcessIchiban.module.php,ee6194f4ccfdbe7933961e43d6f90d76
Send Test Mail,Pošlji testno pošto,,site/modules/Ichiban/ProcessIchiban.module.php,36919f04baddfe13a8f360fab4d3b8c6
"Save your settings first, then test. The email is sent through the currently selected WireMail provider.",Najprej shranite nastavitve in nato preizkusite. E-pošta je poslana prek trenutno izbranega ponudnika WireMail.,,site/modules/Ichiban/ProcessIchiban.module.php,a7cdc8690b95d29021411bc235e02e00
Recipient email address,E-poštni naslov prejemnika,,site/modules/Ichiban/ProcessIchiban.module.php,718ab67ab696216232f873a816b4c3ae
PHP ZipArchive extension is required to generate DOCX reports.,Za ustvarjanje poročil DOCX je potrebna razširitev PHP ZipArchive.,,site/modules/Ichiban/ProcessIchiban.module.php,77583b688213cdb648ab7259d4b743da
Default (site WireMail setting),Privzeto (nastavitev spletnega mesta WireMail),,site/modules/Ichiban/ProcessIchiban.module.php,22b68561382eae5a367978df7489a588
Cleanup,Čiščenje,,site/modules/Ichiban/ProcessIchiban.module.php,8c6384dda98d8864d00e29dc96179970
Crawl & Search Cleanup,Čiščenje pajkanja in iskanja,,site/modules/Ichiban/ProcessIchiban.module.php,2f33b05b959e88dac60b3ade4c27982c
Cleanup log table is not available yet.,Tabela dnevnika čiščenja še ni na voljo.,,site/modules/Ichiban/ProcessIchiban.module.php,5b710bb3eabf36b0fd2fad5981e4c49d
Monitor spam search queries and lightweight crawl-surface cleanup that keeps low-value URLs out of public search paths.,"Spremljajte neželene iskalne poizvedbe in enostavno čiščenje površine za pajkanje, ki URLs z nizko vrednostjo prepreči na javnih iskalnih poteh.",,site/modules/Ichiban/ProcessIchiban.module.php,8fbde3592f3d8a4f25335e0eb1131b15
On,Vklopljeno,,site/modules/Ichiban/ProcessIchiban.module.php,521c36a31c2762741cf0f8890cbe05e3
recent blocks,nedavni bloki,,site/modules/Ichiban/ProcessIchiban.module.php,cc25395c697bda6b15d8c719c91305c9
unique IPs,edinstveni IP-ji,,site/modules/Ichiban/ProcessIchiban.module.php,9a9938cc7d9d0bb27617530349ebe7f2
custom patterns,vzorci po meri,,site/modules/Ichiban/ProcessIchiban.module.php,84ba93e6ab6d556b08280bfe7ed8c5c8
Current action,Trenutna akcija,,site/modules/Ichiban/ProcessIchiban.module.php,43f46ad0a6a808aa9c365af10603d239
No blocked queries logged yet,Zabeležena še ni nobena blokirana poizvedba,,site/modules/Ichiban/ProcessIchiban.module.php,b505562d3d31085f4552c94d6e6d5d48
Sitemap,Zemljevid spletnega mesta,,site/modules/Ichiban/ProcessIchiban.module.php,5813ce0ec7196c492c97596718f71969
XML Sitemap,XML Zemljevid spletnega mesta,,site/modules/Ichiban/ProcessIchiban.module.php,7036538ac2854b23d072ec99da8f5b0a
"Generated %d sitemap file(s), %s URLs in %.2fs.","Ustvarjene datoteke z zemljevidom spletnega mesta %d, %s URLs v %.2fs.",,site/modules/Ichiban/ProcessIchiban.module.php,77cef957a2ef87caa1adff97fe75dfed
Sitemap generation failed: ,Generiranje zemljevida spletnega mesta ni uspelo: ,,site/modules/Ichiban/ProcessIchiban.module.php,aa4d6eca815f814ae8d66b7a0e9ace89
Sitemap files deleted.,Datoteke zemljevida spletnega mesta so izbrisane.,,site/modules/Ichiban/ProcessIchiban.module.php,bef940614944b349e06fa81bd9d62db6
Sitemap directory created.,Imenik zemljevidov spletnih mest ustvarjen.,,site/modules/Ichiban/ProcessIchiban.module.php,2c4ef09ebfa180f06b1d4ac5a6bbaa13
Off,Izključeno,,site/modules/Ichiban/ProcessIchiban.module.php,d15305d7a4e34e02489c74a5ef542f36
Generate and inspect the XML sitemap files served by Ichiban.,"Ustvarite in preglejte datoteke zemljevidov spletnih mest XML, ki jih streže Ichiban.",,site/modules/Ichiban/ProcessIchiban.module.php,200a4445b971d7a768a8f3f6efd283ba
Open Sitemap Settings,Odprite nastavitve zemljevida spletnega mesta,,site/modules/Ichiban/ProcessIchiban.module.php,7af59ca1298bf39877eea71c7450924c
files,datoteke,,site/modules/Ichiban/ProcessIchiban.module.php,45b963397aa40d4a0063e0d85e4fe7a1
URLs,URLs,,site/modules/Ichiban/ProcessIchiban.module.php,6f0118397671d5cdea6c525a67f4753c
total size,skupna velikost,,site/modules/Ichiban/ProcessIchiban.module.php,9093525a73c1e95a729e1392e4ede0c6
OK,OK,,site/modules/Ichiban/ProcessIchiban.module.php,e0aa021e21dddbd6d8cecec71e9cf564
LazyCron,LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,30d7a80090e845f560b7784238e85969
Public index,Javni indeks,,site/modules/Ichiban/ProcessIchiban.module.php,0742c642fa68e53b7605f135544a243f
Last generated,Nazadnje ustvarjeno,,site/modules/Ichiban/ProcessIchiban.module.php,aa9053ec771f1c66b14089ff8b2be89b
Directory,Imenik,,site/modules/Ichiban/ProcessIchiban.module.php,e73cda510e8bb947f7e61089e5581494
Auto regeneration,Samodejna regeneracija,,site/modules/Ichiban/ProcessIchiban.module.php,8958c951653a6c1ba525bf7232d20caa
"Sitemap auto-regeneration is enabled, but LazyCron is not installed. Install the core LazyCron module or use Generate Now manually.","Samodejna regeneracija zemljevida spletnega mesta je omogočena, vendar LazyCron ni nameščen. Namestite osrednji modul LazyCron ali ročno uporabite Generate Now.",,site/modules/Ichiban/ProcessIchiban.module.php,1d9c6da96b457bdd5259ae38c86cc080
The sitemap directory does not exist yet.,Imenik zemljevidov še ne obstaja.,,site/modules/Ichiban/ProcessIchiban.module.php,3511021951e6cabe1ef6547dfaacbcaa
Create Directory,Ustvari imenik,,site/modules/Ichiban/ProcessIchiban.module.php,1a66ebe97638ee1c7c8f277aacb01e5e
The sitemap directory is not writable.,V imenik zemljevidov spletnih mest ni mogoče pisati.,,site/modules/Ichiban/ProcessIchiban.module.php,5eefd5c32b1e8ae11379ede114ef4ead
Generating...,Ustvarjanje ...,,site/modules/Ichiban/ProcessIchiban.module.php,530a6ed46ff9e1aa707e0af48a465be7
Delete Files,Izbriši datoteke,,site/modules/Ichiban/ProcessIchiban.module.php,9e58e0e2c85e2f645c34af266791657c
No sitemap files yet,Ni še nobene datoteke zemljevida spletnega mesta,,site/modules/Ichiban/ProcessIchiban.module.php,16ee2ae1c432ef5c40d9b4ac537491dc
File,Datoteka,,site/modules/Ichiban/ProcessIchiban.module.php,0b27918290ff5323bea1e3b78a9cf04e
index,kazalo,,site/modules/Ichiban/ProcessIchiban.module.php,6a992d5529f459a44fee58c733255e86
Disabled,Onemogočen,,site/modules/Ichiban/ProcessIchiban.module.php,b9f5c797ebbf55adccdd8539a65a0241
Waiting for LazyCron module,Čakanje na modul LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,1527913f2df3d5298c0648cd8b52e90e
"%s, minimum interval %d seconds","%s, najmanjši interval %d sekund",,site/modules/Ichiban/ProcessIchiban.module.php,2c450a87221f73b6299b349f0eebdbfb
Migration,Selitev,,site/modules/Ichiban/ProcessIchiban.module.php,19f59b74448f6a27519db281a44e4b12
SEO Migration,SEO Selitev,,site/modules/Ichiban/ProcessIchiban.module.php,d65d3e75a29453ce407a987b950ea6bf
"Repaired duplicate Ichiban fields. Kept %s, removed %s from %d template(s), copied %d row(s). Backups: %s.","Popravljena podvojena polja Ichiban. Ohranjen %s, odstranjen %s iz predlog(e) %d, kopirana vrstica(e) %d. Varnostne kopije: %s.",,site/modules/Ichiban/ProcessIchiban.module.php,9fbd0aa4cbdcb9a0592cd0f899d7ce45
Converted field %s. Backup table: %s. Rows migrated: %d.,Pretvorjeno polje %s. Rezervna tabela: %s. Preseljene vrstice: %d.,,site/modules/Ichiban/ProcessIchiban.module.php,e7b762ae23ff58d931eae481c208f566
Convert existing SeoMaestro fields to Ichiban without deleting the field or losing per-page SEO data.,"Pretvorite obstoječa polja SeoMaestro v Ichiban, ne da bi izbrisali polje ali izgubili podatke SEO na stran.",,site/modules/Ichiban/ProcessIchiban.module.php,e657b03d129c75fe7906187a5aab9166
SeoMaestro reference,Referenca SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,a745e6adcf5830f34bd49d67a4615509
Find SeoMaestro fields,Poiščite polja SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,878ef99969f24c1bb0b091ea84391c43
Create a table backup,Ustvarite varnostno kopijo tabele,,site/modules/Ichiban/ProcessIchiban.module.php,79061263518514152c480906a1677e4d
Convert data and switch type,Pretvorite podatke in zamenjajte vrsto,,site/modules/Ichiban/ProcessIchiban.module.php,797fa1d3ee920c779c2bf520017431ad
FieldtypeIchiban is not installed yet. Install it from Modules before running a migration.,"FieldtypeIchiban še ni nameščen. Namestite ga iz modulov, preden zaženete selitev.",,site/modules/Ichiban/ProcessIchiban.module.php,9b913bfac7efd6b6a3e6301ae4156cee
No SeoMaestro fields found,Najti ni bilo nobenega polja SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,2e7bfb05187020c3ff85b53ec5a64901
Field,Polje,,site/modules/Ichiban/ProcessIchiban.module.php,6f16a5f8ff5d75ab84c018adacdfcbb7
None,Noben,,site/modules/Ichiban/ProcessIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Create a backup and convert this field to Ichiban?,Ustvariti varnostno kopijo in pretvoriti to polje v Ichiban?,,site/modules/Ichiban/ProcessIchiban.module.php,683bbabbc942967ecf2d819ad6b230f0
Before you run it,Preden ga zaženete,,site/modules/Ichiban/ProcessIchiban.module.php,6c4a12988eee52faf677b0ba81a0d60f
Field tokens like {title} become Ichiban field sources; custom text stays custom text.,"Žetoni polj, kot je {title}, postanejo viri polj Ichiban; besedilo po meri ostane besedilo po meri.",,site/modules/Ichiban/ProcessIchiban.module.php,c81ce93ae3b85794289232491c159941
"Field tokens become sources, custom copy is preserved.","Žetoni polja postanejo viri, kopija po meri se ohrani.",,site/modules/Ichiban/ProcessIchiban.module.php,b5d6c6f7b7366b52649bd3d0599a4c32
Copied as the page canonical override when it is not inherited.,"Kopirano kot kanonična preglasitev strani, ko ni podedovana.",,site/modules/Ichiban/ProcessIchiban.module.php,01f0daf761da2a9bedbf32f5c6c038e6
Field tokens become sources for social title output.,Žetoni polj postanejo viri za izpis družbenih naslovov.,,site/modules/Ichiban/ProcessIchiban.module.php,80596546abff1f2d450e7364efc1987b
Field tokens become sources for social description output.,Žetoni polja postanejo viri za izpis družbenega opisa.,,site/modules/Ichiban/ProcessIchiban.module.php,2d370202ef1621a980a4720fa4cfc741
Copied as the selected OG image source. Ichiban resolves image output at render time.,Kopirano kot izbrani vir slike OG. Ichiban razreši izpis slike v času upodabljanja.,,site/modules/Ichiban/ProcessIchiban.module.php,6de748487fb10d7bb6401237d3089fd2
Copied as alternate text for the OG image.,Kopirano kot nadomestno besedilo za sliko OG.,,site/modules/Ichiban/ProcessIchiban.module.php,235b78afb8eb5097f7ac022c1794ebba
Copied when SeoMaestro stored an explicit type.,"Kopirano, ko je SeoMaestro shranil eksplicitni tip.",,site/modules/Ichiban/ProcessIchiban.module.php,db63810c354e9cbc7a45c3346f27378f
Copied as the page Twitter/X card mode.,Kopirano kot način kartice Twitter/X strani.,,site/modules/Ichiban/ProcessIchiban.module.php,1df72f56060ebb5e833fd2cb7789d10b
Copied as the page creator handle.,Kopirano kot ročaj ustvarjalca strani.,,site/modules/Ichiban/ProcessIchiban.module.php,cd7881e988df3f0df6969b714476611a
Copied only when the value is not inherit.,"Kopirano samo, če vrednost ni podedovana.",,site/modules/Ichiban/ProcessIchiban.module.php,26f5e971c7d642983712af156444ddc7
Copied only when the value is not inherit; otherwise Ichiban defaults to included.,"Kopirano le, če vrednost ni podedovana; drugače je Ichiban privzeto vključen.",,site/modules/Ichiban/ProcessIchiban.module.php,b47fedd4584c551ec79be26f71ff7f9f
Copied as the page-level sitemap priority.,Kopirano kot prednost zemljevida spletnega mesta na ravni strani.,,site/modules/Ichiban/ProcessIchiban.module.php,2612b522c46c4a297a91f7a0b466d9bc
Copied as the page-level change frequency.,Kopirano kot pogostost spreminjanja na ravni strani.,,site/modules/Ichiban/ProcessIchiban.module.php,ba173a09bd5663626abf06d1d17c0bf9
Data mapping,Preslikava podatkov,,site/modules/Ichiban/ProcessIchiban.module.php,e4ba3304db42b31af4707c0c3d7b332b
Schema type defaults to WebPage,Vrsta sheme je privzeto nastavljena na spletno stran,,site/modules/Ichiban/ProcessIchiban.module.php,55b011f515642256f8b7b158ca540931
What moves,Kaj se premika,,site/modules/Ichiban/ProcessIchiban.module.php,8af23e5c696200bada06372ecbc8f832
Field tokens,Polje žetonov,,site/modules/Ichiban/ProcessIchiban.module.php,677b1ea8ae4decc1f5986dd983248cde
Backup,Varnostno kopiranje,,site/modules/Ichiban/ProcessIchiban.module.php,3500ba09d0538297440ca620c9dd46bf
Duplicate Ichiban fields detected,Zaznana podvojena polja Ichiban,,site/modules/Ichiban/ProcessIchiban.module.php,d6fb57faa1c48b0de3719ef0cf38ce65
This site has more than one FieldtypeIchiban field. Ichiban will keep %s as the canonical SEO field and can remove %s from templates after backing up both tables.,To spletno mesto ima več kot eno polje FieldtypeIchiban. Ichiban bo obdržal %s kot kanonično polje SEO in lahko odstrani %s iz predlog po varnostnem kopiranju obeh tabel.,,site/modules/Ichiban/ProcessIchiban.module.php,ecc74abd82c584b28d88e3e469a62273
"Backup both tables, copy missing rows into seo, and remove the duplicate field from templates?","Varnostno kopirati obe tabeli, kopirati manjkajoče vrstice v SEO in odstraniti podvojeno polje iz predlog?",,site/modules/Ichiban/ProcessIchiban.module.php,5f8e2d56c22060808c3d63f7dd43246e
Schema Builder,Graditelj shem,,site/modules/Ichiban/ProcessIchiban.module.php,4be02862798fb8a7f780a94f2c62cf7c
Schema builder mappings saved.,Preslikave graditelja shem so shranjene.,,site/modules/Ichiban/ProcessIchiban.module.php,9b6769725cbc5375769b5e538b2fe18e
"Create Schema.org nodes in a database-backed builder. Pick a type, choose templates, then map schema properties to ProcessWire fields or source expressions.","Ustvarite vozlišča Schema.org v graditelju, podprtem z bazo podatkov. Izberite vrsto, izberite predloge in preslikajte lastnosti sheme v polja ProcessWire ali izvorne izraze.",,site/modules/Ichiban/ProcessIchiban.module.php,7886b38e0032a933dba52f031169d272
Save Schemas,Shrani sheme,,site/modules/Ichiban/ProcessIchiban.module.php,4b90b6f8b5e78d0d81048d52869b7318
AI,AI,,site/modules/Ichiban/ProcessIchiban.module.php,0a40e3c91a3a55c9a37428c6d194d0e5
SEO AI,SEO AI,,site/modules/Ichiban/ProcessIchiban.module.php,a94745b00e5ed823953a8c28ff741c2d
