en,uk,description,file,hash
Client Secret saved,Секрет клієнта збережено,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Підключіть дані про ефективність пошуку,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
"After connecting, Ichiban will show Search Console metrics for 7, 28, 90, 180, and 365 days, including daily trends, top pages, top queries, countries, devices, search appearance, and cached Page Indexing scans.","Після підключення Ichiban показуватиме показники Search Console за 7, 28, 90, 180 і 365 днів, включаючи щоденні тенденції, найпопулярніші сторінки, найпопулярніші запити, країни, пристрої, пошуковий вигляд і кешовані сканування індексування сторінок.",,site/modules/Ichiban/ProcessIchiban.module.php,d5ad36a5c11aa3bfcd6490071960510a
Connect GSC,Підключіть GSC,,site/modules/Ichiban/ProcessIchiban.module.php,5169a3e73c792b659bf7ea3ebcf90d2a
Use these values,Використовуйте ці значення,,site/modules/Ichiban/ProcessIchiban.module.php,380619beb0f00818c369ec13a9649649
Authorized redirect URI,Авторизований URI перенаправлення,,site/modules/Ichiban/ProcessIchiban.module.php,443d5d24c0964c6c49c5f81670d37624
Search Console property,властивість Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,2271a30c6775a2b462687d705c876d30
"Enter the exact Search Console property you use. For Domain properties, use only the bare domain, for example lqrs.uk. Ichiban automatically sends it to Google as a sc-domain property. Use https://example.com/ only for URL-prefix properties.","Введіть точну властивість Search Console, яку ви використовуєте. Для властивостей домену використовуйте лише чистий домен, наприклад lqrs.uk. Ichiban автоматично надсилає його в Google як власність домену sc. Використовуйте https://example.com/ лише для властивостей префікса URL.",,site/modules/Ichiban/ProcessIchiban.module.php,a786f0cf80cfb5d5d10abf81ce3a6838
How to connect,Як підключити,,site/modules/Ichiban/ProcessIchiban.module.php,84d1dfd4219bd088fcf71f136fd6b604
Create or choose a Google Cloud project.,Створіть або виберіть проект Google Cloud.,,site/modules/Ichiban/ProcessIchiban.module.php,93aac15bf6a45d37a5a7bc4ffe7e8e2e
Create OAuth credentials.,Створіть облікові дані OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,6237e1dab705b80dca50dd7791bca8a9
Publish the OAuth app.,Опублікуйте програму OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,56cc2183e22b64a8393c94666179c05d
Save credentials in Ichiban.,Збережіть облікові дані в Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,dac233cae924b8d77e260ec9cf5dc33b
Connect your Google account.,Підключіть обліковий запис Google.,,site/modules/Ichiban/ProcessIchiban.module.php,7b89353113f03e281ea7e3d43c50658a
Run optional indexing scan.,Запустіть додаткове сканування індексування.,,site/modules/Ichiban/ProcessIchiban.module.php,cb468820ea79505bed3bd0deee6600b7
Enable Search Console API,Увімкнути Search Console API,,site/modules/Ichiban/ProcessIchiban.module.php,f121c1352efd213144968c77f03fd8ba
OAuth client setup,Налаштування клієнта OAuth,,site/modules/Ichiban/ProcessIchiban.module.php,ba9213abcc9cca89ead1239782c52a0d
What appears after connection,Що з'являється після підключення,,site/modules/Ichiban/ProcessIchiban.module.php,1a5dec6593f3a1fd20673ea7830c8f9c
Date ranges,Діапазон дат,,site/modules/Ichiban/ProcessIchiban.module.php,b719f89abe2683830aa364c642fa393a
Daily trend,Щоденний тренд,,site/modules/Ichiban/ProcessIchiban.module.php,e81292f7a544bdf1ab7316beefd13be3
Rows per detail,Рядки на деталь,,site/modules/Ichiban/ProcessIchiban.module.php,239eaebc34634cca9787fc149972746c
Page Indexing,Індексація сторінки,,site/modules/Ichiban/ProcessIchiban.module.php,da47ac89c1a3597ba4b513b7c2fa4ca7
Section,Розділ,,site/modules/Ichiban/ProcessIchiban.module.php,d2c24d59e0baff4d0155fbdf62590867
Breakdowns,Поломки,,site/modules/Ichiban/ProcessIchiban.module.php,ff1cc00548a7265a8600c7ea86675f39
Revisions,Ревізії,,site/modules/Ichiban/ProcessIchiban.module.php,fd88b11cfde6aa5e3c7ff0553b534885
SEO Revisions,Ревізії SEO,,site/modules/Ichiban/ProcessIchiban.module.php,91c51ab91c24548fd5427de8a0e7f31f
Review tracked SEO field changes and restore previous values when a page edit needs to be rolled back.,"Переглядайте відстежені зміни поля SEO і відновлюйте попередні значення, коли редагування сторінки потрібно відкотити.",,site/modules/Ichiban/ProcessIchiban.module.php,a1aac973a63feb1fd57f355743594c90
recent revisions,останні редакції,,site/modules/Ichiban/ProcessIchiban.module.php,530945749366f603712bd4d24e0111e1
What is tracked?,Що відстежується?,,site/modules/Ichiban/ProcessIchiban.module.php,02855514ddbae9c70d07f449379222a0
No SEO revisions yet,Ще немає версій SEO,,site/modules/Ichiban/ProcessIchiban.module.php,6bf3a349304b11418b6a2f280da6a678
Date,Дата,,site/modules/Ichiban/ProcessIchiban.module.php,44749712dbec183e983dcd78a7736c41
%d more changes,%d більше змін,,site/modules/Ichiban/ProcessIchiban.module.php,49aea55a61e372375780c2356ff3c9ca
Reports,Звіти,,site/modules/Ichiban/ProcessIchiban.module.php,c91c7b93c28cd18741b71f727ee81ee3
SEO Reports,SEO Звіти,,site/modules/Ichiban/ProcessIchiban.module.php,81ba12f30d83c378af285a0371230353
Report settings saved.,Налаштування звіту збережено.,,site/modules/Ichiban/ProcessIchiban.module.php,15f016ff5c23d5df2b3f38a408b5edf5
Report JSON generated.,Створено звіт JSON.,,site/modules/Ichiban/ProcessIchiban.module.php,07225234b62f106f4bcec15723b1891c
Enter a valid recipient email address for the test.,Введіть дійсну електронну адресу одержувача для тесту.,,site/modules/Ichiban/ProcessIchiban.module.php,bb14575c101749a7c485e4a2969d1a25
Test report sent to %s.,Звіт про випробування надіслано на %s.,,site/modules/Ichiban/ProcessIchiban.module.php,86c9c8aedf1b4156d0df0827e5fcc95e
Test report could not be sent. Check the selected WireMail provider and sender settings.,Не вдалося надіслати звіт про тестування. Перевірте вибраний постачальник WireMail і параметри відправника.,,site/modules/Ichiban/ProcessIchiban.module.php,9a4b615ca2f061284e2f889a5e0406a7
Monthly,Щомісяця,,site/modules/Ichiban/ProcessIchiban.module.php,9030e39f00132d583da4122532e509e9
In development,В розробці,,site/modules/Ichiban/ProcessIchiban.module.php,be78895889e8bb7c29f2b40b8b9027ce
Never,Ніколи,,site/modules/Ichiban/ProcessIchiban.module.php,6e7b34fa59e1bd229b207892956dc41c
Email reports,Звіти електронною поштою,,site/modules/Ichiban/ProcessIchiban.module.php,555c449850a679d325c002d6081e9373
Reports are in development,Звіти в розробці,,site/modules/Ichiban/ProcessIchiban.module.php,9f209867ef413cf433f09d82c8d3728e
"LazyCron will generate the report as JSON, store the latest snapshot here, and send the same report by email. DOCX export is available for printing or sharing with a client.","LazyCron створить звіт як JSON, збереже тут останній знімок і надішле той самий звіт електронною поштою. Експорт DOCX доступний для друку або спільного використання з клієнтом.",,site/modules/Ichiban/ProcessIchiban.module.php,db19324b69e6523d959f877cc425ae59
Current schedule: %s,Поточний розклад: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c9d0f684bd8afe89509359f6f64af465
Email delivery is enabled in settings.,Доставка електронною поштою ввімкнена в налаштуваннях.,,site/modules/Ichiban/ProcessIchiban.module.php,f5ea5a57edff2817de95a4a680310939
Last generated: %s,Востаннє створено: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c20ff854937e5b0fa34512a7281f0eb5
Recipients: %s,Одержувачі: %s,,site/modules/Ichiban/ProcessIchiban.module.php,3d142456f4594a65bf0328b48c3ea3cb
"A short operational digest: current SEO score, new critical issues, pages that need attention, Search Console movement, and indexing warnings from the latest cached scan.","Короткий оперативний дайджест: поточна оцінка SEO, нові критичні проблеми, сторінки, які потребують уваги, рух Search Console та попередження про індексування з останнього кешованого сканування.",,site/modules/Ichiban/ProcessIchiban.module.php,ef526c8948e5024b155827fe4d6ab441
"A broader trend summary: score change, issue totals, top winning and losing pages, query visibility, cleanup activity, redirect hits, and recommendations for the next month.","Більш широке резюме тенденцій: зміна балів, загальна кількість проблем, найпопулярніші та програшні сторінки, видимість запитів, активність очищення, звернення до перенаправлення та рекомендації на наступний місяць.",,site/modules/Ichiban/ProcessIchiban.module.php,672d04b68f6e2446736244f5394f33a1
Planned report data,Дані планового звіту,,site/modules/Ichiban/ProcessIchiban.module.php,3c60f8a18255c43f46adf559658e9469
SEO health score and critical audit issues,Оцінка здоров’я SEO і критичні проблеми аудиту,,site/modules/Ichiban/ProcessIchiban.module.php,ba95ccf5ff1e3c1e123d72d3b5839600
"Missing titles, descriptions, OG images, and noindex pages","Відсутні заголовки, описи, зображення OG і сторінки без індексу",,site/modules/Ichiban/ProcessIchiban.module.php,5514beefa3cf9fb90a5aab1b5635fe39
"Search Console clicks, impressions, CTR, and average position","Search Console кліків, показів, CTR і середньої позиції",,site/modules/Ichiban/ProcessIchiban.module.php,0d08eb3c00cf5df40cebd7cd903d9ef4
"Top pages, top queries, countries, devices, and search appearance","Найпопулярніші сторінки, найпопулярніші запити, країни, пристрої та пошуковий вигляд",,site/modules/Ichiban/ProcessIchiban.module.php,c941e3e28d391260d0ab99b8eae0543f
Page Indexing sample scan issues,Проблеми сканування зразка індексування сторінки,,site/modules/Ichiban/ProcessIchiban.module.php,7489962f8f744553c84540b49cdfe252
"Recent redirects, cleanup blocks, and SEO revisions","Останні перенаправлення, блоки очищення та версії SEO",,site/modules/Ichiban/ProcessIchiban.module.php,65c0c6e55aebd2915fcf247e41d31324
Latest JSON report,Останній звіт JSON,,site/modules/Ichiban/ProcessIchiban.module.php,adbf210d8192e10cdb1b48623db1bc0a
Generate report JSON,Створити звіт JSON,,site/modules/Ichiban/ProcessIchiban.module.php,2d6f6e522bfa1c678f32eaafac824604
Download DOCX,Завантажити DOCX,,site/modules/Ichiban/ProcessIchiban.module.php,7346caa5c044baf6fa89eef9027e0dc2
No report JSON has been generated yet.,Звіт JSON ще не створено.,,site/modules/Ichiban/ProcessIchiban.module.php,6371fb284d0f3d642f925706554074a4
SEO score,Оцінка SEO,,site/modules/Ichiban/ProcessIchiban.module.php,074b37a1f8c8d097db329269306dc82a
priority issues,пріоритетні питання,,site/modules/Ichiban/ProcessIchiban.module.php,511f2908daccf3e43e3b2aadb757c69f
redirects,перенаправляє,,site/modules/Ichiban/ProcessIchiban.module.php,2d8413ae32cda5259e93d4f3666f1235
Report settings,Налаштування звіту,,site/modules/Ichiban/ProcessIchiban.module.php,d7ef833eef4eab6e04dae7e2d02281e2
Enable scheduled SEO email reports,Увімкнути заплановані звіти електронною поштою SEO,,site/modules/Ichiban/ProcessIchiban.module.php,02aeff7b30592ea88903bc067d53d785
Frequency,Частота,,site/modules/Ichiban/ProcessIchiban.module.php,7cf395303ce3665a9834721d4b748e4b
Recipients,Одержувачі,,site/modules/Ichiban/ProcessIchiban.module.php,5959cf158e76f7c6f27bff2917ee05b1
Include Google Search Console summary,Включіть резюме Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,b738447fc9dae2d3887e9c28dfb6dab1
Mailer,Розсилка,,site/modules/Ichiban/ProcessIchiban.module.php,ab7cdc2b180fc58564cd06e2e1507977
From email,З електронної пошти,,site/modules/Ichiban/ProcessIchiban.module.php,3b4d5020b407b2eae50b456767d206b3
From name,Від імені,,site/modules/Ichiban/ProcessIchiban.module.php,c3a7ea0c38bac179a545dbfaf4ebb013
Save report settings,Зберегти налаштування звіту,,site/modules/Ichiban/ProcessIchiban.module.php,ee6194f4ccfdbe7933961e43d6f90d76
Send Test Mail,Надіслати тестовий лист,,site/modules/Ichiban/ProcessIchiban.module.php,36919f04baddfe13a8f360fab4d3b8c6
"Save your settings first, then test. The email is sent through the currently selected WireMail provider.","Спочатку збережіть налаштування, а потім тестуйте. Електронний лист надсилається через поточного вибраного постачальника WireMail.",,site/modules/Ichiban/ProcessIchiban.module.php,a7cdc8690b95d29021411bc235e02e00
Recipient email address,Адреса електронної пошти одержувача,,site/modules/Ichiban/ProcessIchiban.module.php,718ab67ab696216232f873a816b4c3ae
PHP ZipArchive extension is required to generate DOCX reports.,Для створення звітів DOCX потрібне розширення PHP ZipArchive.,,site/modules/Ichiban/ProcessIchiban.module.php,77583b688213cdb648ab7259d4b743da
Default (site WireMail setting),За замовчуванням (налаштування WireMail сайту),,site/modules/Ichiban/ProcessIchiban.module.php,22b68561382eae5a367978df7489a588
Cleanup,Очищення,,site/modules/Ichiban/ProcessIchiban.module.php,8c6384dda98d8864d00e29dc96179970
Crawl & Search Cleanup,Очищення сканування та пошуку,,site/modules/Ichiban/ProcessIchiban.module.php,2f33b05b959e88dac60b3ade4c27982c
Cleanup log table is not available yet.,Таблиця журналу очищення ще не доступна.,,site/modules/Ichiban/ProcessIchiban.module.php,5b710bb3eabf36b0fd2fad5981e4c49d
Monitor spam search queries and lightweight crawl-surface cleanup that keeps low-value URLs out of public search paths.,"Відстежуйте спам-пошукові запити та легке очищення поверхні сканування, яке не дозволяє URLs з низькою цінністю потрапляти в загальнодоступні шляхи пошуку.",,site/modules/Ichiban/ProcessIchiban.module.php,8fbde3592f3d8a4f25335e0eb1131b15
On,Увімкнено,,site/modules/Ichiban/ProcessIchiban.module.php,521c36a31c2762741cf0f8890cbe05e3
recent blocks,останні блоки,,site/modules/Ichiban/ProcessIchiban.module.php,cc25395c697bda6b15d8c719c91305c9
unique IPs,унікальні IP-адреси,,site/modules/Ichiban/ProcessIchiban.module.php,9a9938cc7d9d0bb27617530349ebe7f2
custom patterns,індивідуальні візерунки,,site/modules/Ichiban/ProcessIchiban.module.php,84ba93e6ab6d556b08280bfe7ed8c5c8
Current action,Поточна дія,,site/modules/Ichiban/ProcessIchiban.module.php,43f46ad0a6a808aa9c365af10603d239
No blocked queries logged yet,Заблокованих запитів ще не зареєстровано,,site/modules/Ichiban/ProcessIchiban.module.php,b505562d3d31085f4552c94d6e6d5d48
Sitemap,Карта сайту,,site/modules/Ichiban/ProcessIchiban.module.php,5813ce0ec7196c492c97596718f71969
XML Sitemap,XML Карта сайту,,site/modules/Ichiban/ProcessIchiban.module.php,7036538ac2854b23d072ec99da8f5b0a
"Generated %d sitemap file(s), %s URLs in %.2fs.","Згенеровано файл(и) карти сайту %d, %s URLs у %.2fs.",,site/modules/Ichiban/ProcessIchiban.module.php,77cef957a2ef87caa1adff97fe75dfed
Sitemap generation failed: ,Помилка створення карти сайту: ,,site/modules/Ichiban/ProcessIchiban.module.php,aa4d6eca815f814ae8d66b7a0e9ace89
Sitemap files deleted.,Файли карти сайту видалено.,,site/modules/Ichiban/ProcessIchiban.module.php,bef940614944b349e06fa81bd9d62db6
Sitemap directory created.,Створено каталог карт сайту.,,site/modules/Ichiban/ProcessIchiban.module.php,2c4ef09ebfa180f06b1d4ac5a6bbaa13
Off,Вимкнено,,site/modules/Ichiban/ProcessIchiban.module.php,d15305d7a4e34e02489c74a5ef542f36
Generate and inspect the XML sitemap files served by Ichiban.,"Згенеруйте та перевірте файли карти сайту XML, які обслуговує Ichiban.",,site/modules/Ichiban/ProcessIchiban.module.php,200a4445b971d7a768a8f3f6efd283ba
Open Sitemap Settings,Відкрийте налаштування карти сайту,,site/modules/Ichiban/ProcessIchiban.module.php,7af59ca1298bf39877eea71c7450924c
files,файли,,site/modules/Ichiban/ProcessIchiban.module.php,45b963397aa40d4a0063e0d85e4fe7a1
URLs,URLs,,site/modules/Ichiban/ProcessIchiban.module.php,6f0118397671d5cdea6c525a67f4753c
total size,загальний розмір,,site/modules/Ichiban/ProcessIchiban.module.php,9093525a73c1e95a729e1392e4ede0c6
OK,OK,,site/modules/Ichiban/ProcessIchiban.module.php,e0aa021e21dddbd6d8cecec71e9cf564
LazyCron,LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,30d7a80090e845f560b7784238e85969
Public index,Публічний індекс,,site/modules/Ichiban/ProcessIchiban.module.php,0742c642fa68e53b7605f135544a243f
Last generated,Востаннє створено,,site/modules/Ichiban/ProcessIchiban.module.php,aa9053ec771f1c66b14089ff8b2be89b
Directory,Довідник,,site/modules/Ichiban/ProcessIchiban.module.php,e73cda510e8bb947f7e61089e5581494
Auto regeneration,Авторегенерація,,site/modules/Ichiban/ProcessIchiban.module.php,8958c951653a6c1ba525bf7232d20caa
"Sitemap auto-regeneration is enabled, but LazyCron is not installed. Install the core LazyCron module or use Generate Now manually.","Автоматичне відновлення карти сайту ввімкнено, але LazyCron не встановлено. Встановіть основний модуль LazyCron або скористайтеся Generate Now вручну.",,site/modules/Ichiban/ProcessIchiban.module.php,1d9c6da96b457bdd5259ae38c86cc080
The sitemap directory does not exist yet.,Каталог карт сайту ще не існує.,,site/modules/Ichiban/ProcessIchiban.module.php,3511021951e6cabe1ef6547dfaacbcaa
Create Directory,Створити каталог,,site/modules/Ichiban/ProcessIchiban.module.php,1a66ebe97638ee1c7c8f277aacb01e5e
The sitemap directory is not writable.,Каталог карт сайту не доступний для запису.,,site/modules/Ichiban/ProcessIchiban.module.php,5eefd5c32b1e8ae11379ede114ef4ead
Generating...,Створення...,,site/modules/Ichiban/ProcessIchiban.module.php,530a6ed46ff9e1aa707e0af48a465be7
Delete Files,Видалити файли,,site/modules/Ichiban/ProcessIchiban.module.php,9e58e0e2c85e2f645c34af266791657c
No sitemap files yet,Файлів карти сайту ще немає,,site/modules/Ichiban/ProcessIchiban.module.php,16ee2ae1c432ef5c40d9b4ac537491dc
File,Файл,,site/modules/Ichiban/ProcessIchiban.module.php,0b27918290ff5323bea1e3b78a9cf04e
index,індекс,,site/modules/Ichiban/ProcessIchiban.module.php,6a992d5529f459a44fee58c733255e86
Disabled,Вимкнено,,site/modules/Ichiban/ProcessIchiban.module.php,b9f5c797ebbf55adccdd8539a65a0241
Waiting for LazyCron module,Очікування модуля LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,1527913f2df3d5298c0648cd8b52e90e
"%s, minimum interval %d seconds","%s, мінімальний інтервал %d секунд",,site/modules/Ichiban/ProcessIchiban.module.php,2c450a87221f73b6299b349f0eebdbfb
Migration,Міграція,,site/modules/Ichiban/ProcessIchiban.module.php,19f59b74448f6a27519db281a44e4b12
SEO Migration,SEO Міграція,,site/modules/Ichiban/ProcessIchiban.module.php,d65d3e75a29453ce407a987b950ea6bf
"Repaired duplicate Ichiban fields. Kept %s, removed %s from %d template(s), copied %d row(s). Backups: %s.","Виправлено дублікати полів Ichiban. Збережено %s, видалено %s із шаблону(ів) %d, скопійовано рядок(и) %d. Резервні копії: %s.",,site/modules/Ichiban/ProcessIchiban.module.php,9fbd0aa4cbdcb9a0592cd0f899d7ce45
Converted field %s. Backup table: %s. Rows migrated: %d.,Перетворене поле %s. Резервна таблиця: %s. Рядки перенесено: %d.,,site/modules/Ichiban/ProcessIchiban.module.php,e7b762ae23ff58d931eae481c208f566
Convert existing SeoMaestro fields to Ichiban without deleting the field or losing per-page SEO data.,Перетворіть існуючі поля SeoMaestro на Ichiban без видалення поля або втрати даних SEO на кожній сторінці.,,site/modules/Ichiban/ProcessIchiban.module.php,e657b03d129c75fe7906187a5aab9166
SeoMaestro reference,Посилання на SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,a745e6adcf5830f34bd49d67a4615509
Find SeoMaestro fields,Знайдіть поля SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,878ef99969f24c1bb0b091ea84391c43
Create a table backup,Створіть резервну копію таблиці,,site/modules/Ichiban/ProcessIchiban.module.php,79061263518514152c480906a1677e4d
Convert data and switch type,Перетворити дані та змінити тип,,site/modules/Ichiban/ProcessIchiban.module.php,797fa1d3ee920c779c2bf520017431ad
FieldtypeIchiban is not installed yet. Install it from Modules before running a migration.,FieldtypeIchiban ще не встановлено. Установіть його з модулів перед запуском міграції.,,site/modules/Ichiban/ProcessIchiban.module.php,9b913bfac7efd6b6a3e6301ae4156cee
No SeoMaestro fields found,Поля SeoMaestro не знайдено,,site/modules/Ichiban/ProcessIchiban.module.php,2e7bfb05187020c3ff85b53ec5a64901
Field,Поле,,site/modules/Ichiban/ProcessIchiban.module.php,6f16a5f8ff5d75ab84c018adacdfcbb7
None,Жодного,,site/modules/Ichiban/ProcessIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Create a backup and convert this field to Ichiban?,Створити резервну копію та перетворити це поле на Ichiban?,,site/modules/Ichiban/ProcessIchiban.module.php,683bbabbc942967ecf2d819ad6b230f0
Before you run it,Перш ніж запустити його,,site/modules/Ichiban/ProcessIchiban.module.php,6c4a12988eee52faf677b0ba81a0d60f
Field tokens like {title} become Ichiban field sources; custom text stays custom text.,"Польові маркери, такі як {title}, стають джерелами полів Ichiban; спеціальний текст залишається спеціальним текстом.",,site/modules/Ichiban/ProcessIchiban.module.php,c81ce93ae3b85794289232491c159941
"Field tokens become sources, custom copy is preserved.","Токени полів стають джерелами, власна копія зберігається.",,site/modules/Ichiban/ProcessIchiban.module.php,b5d6c6f7b7366b52649bd3d0599a4c32
Copied as the page canonical override when it is not inherited.,"Копіюється як канонічне перевизначення сторінки, якщо вона не успадковується.",,site/modules/Ichiban/ProcessIchiban.module.php,01f0daf761da2a9bedbf32f5c6c038e6
Field tokens become sources for social title output.,Жетони полів стають джерелами виведення соціальних назв.,,site/modules/Ichiban/ProcessIchiban.module.php,80596546abff1f2d450e7364efc1987b
Field tokens become sources for social description output.,Токени полів стають джерелами для виведення соціального опису.,,site/modules/Ichiban/ProcessIchiban.module.php,2d370202ef1621a980a4720fa4cfc741
Copied as the selected OG image source. Ichiban resolves image output at render time.,Скопійовано як вибране джерело зображення OG. Ichiban вирішує вихід зображення під час візуалізації.,,site/modules/Ichiban/ProcessIchiban.module.php,6de748487fb10d7bb6401237d3089fd2
Copied as alternate text for the OG image.,Скопійовано як альтернативний текст для зображення OG.,,site/modules/Ichiban/ProcessIchiban.module.php,235b78afb8eb5097f7ac022c1794ebba
Copied when SeoMaestro stored an explicit type.,"Копіюється, коли SeoMaestro зберігає явний тип.",,site/modules/Ichiban/ProcessIchiban.module.php,db63810c354e9cbc7a45c3346f27378f
Copied as the page Twitter/X card mode.,Скопійовано як сторінку в режимі карти Twitter/X.,,site/modules/Ichiban/ProcessIchiban.module.php,1df72f56060ebb5e833fd2cb7789d10b
Copied as the page creator handle.,Скопійовано як маркер створення сторінки.,,site/modules/Ichiban/ProcessIchiban.module.php,cd7881e988df3f0df6969b714476611a
Copied only when the value is not inherit.,"Копіюється лише тоді, коли значення не успадковується.",,site/modules/Ichiban/ProcessIchiban.module.php,26f5e971c7d642983712af156444ddc7
Copied only when the value is not inherit; otherwise Ichiban defaults to included.,"Копіюється лише тоді, коли значення не успадковується; інакше Ichiban за замовчуванням включено.",,site/modules/Ichiban/ProcessIchiban.module.php,b47fedd4584c551ec79be26f71ff7f9f
Copied as the page-level sitemap priority.,Скопійовано як пріоритет карти сайту на рівні сторінки.,,site/modules/Ichiban/ProcessIchiban.module.php,2612b522c46c4a297a91f7a0b466d9bc
Copied as the page-level change frequency.,Скопійовано як частоту змін на рівні сторінки.,,site/modules/Ichiban/ProcessIchiban.module.php,ba173a09bd5663626abf06d1d17c0bf9
Data mapping,Відображення даних,,site/modules/Ichiban/ProcessIchiban.module.php,e4ba3304db42b31af4707c0c3d7b332b
Schema type defaults to WebPage,Тип схеми за замовчуванням — веб-сторінка,,site/modules/Ichiban/ProcessIchiban.module.php,55b011f515642256f8b7b158ca540931
What moves,Що рухається,,site/modules/Ichiban/ProcessIchiban.module.php,8af23e5c696200bada06372ecbc8f832
Field tokens,Польові жетони,,site/modules/Ichiban/ProcessIchiban.module.php,677b1ea8ae4decc1f5986dd983248cde
Backup,Резервне копіювання,,site/modules/Ichiban/ProcessIchiban.module.php,3500ba09d0538297440ca620c9dd46bf
Duplicate Ichiban fields detected,Виявлено повторювані поля Ichiban,,site/modules/Ichiban/ProcessIchiban.module.php,d6fb57faa1c48b0de3719ef0cf38ce65
This site has more than one FieldtypeIchiban field. Ichiban will keep %s as the canonical SEO field and can remove %s from templates after backing up both tables.,Цей сайт містить більше одного поля FieldtypeIchiban. Ichiban збереже %s як канонічне поле SEO і зможе видалити %s із шаблонів після резервного копіювання обох таблиць.,,site/modules/Ichiban/ProcessIchiban.module.php,ecc74abd82c584b28d88e3e469a62273
"Backup both tables, copy missing rows into seo, and remove the duplicate field from templates?","Створити резервні копії обох таблиць, скопіювати відсутні рядки в SEO та видалити дублікат поля з шаблонів?",,site/modules/Ichiban/ProcessIchiban.module.php,5f8e2d56c22060808c3d63f7dd43246e
Schema Builder,Конструктор схем,,site/modules/Ichiban/ProcessIchiban.module.php,4be02862798fb8a7f780a94f2c62cf7c
Schema builder mappings saved.,Зіставлення конструктора схем збережено.,,site/modules/Ichiban/ProcessIchiban.module.php,9b6769725cbc5375769b5e538b2fe18e
"Create Schema.org nodes in a database-backed builder. Pick a type, choose templates, then map schema properties to ProcessWire fields or source expressions.","Створіть вузли Schema.org у конструкторі, що підтримує базу даних. Виберіть тип, виберіть шаблони, а потім зіставте властивості схеми з полями ProcessWire або вихідними виразами.",,site/modules/Ichiban/ProcessIchiban.module.php,7886b38e0032a933dba52f031169d272
Save Schemas,Зберегти схеми,,site/modules/Ichiban/ProcessIchiban.module.php,4b90b6f8b5e78d0d81048d52869b7318
AI,AI,,site/modules/Ichiban/ProcessIchiban.module.php,0a40e3c91a3a55c9a37428c6d194d0e5
SEO AI,SEO AI,,site/modules/Ichiban/ProcessIchiban.module.php,a94745b00e5ed823953a8c28ff741c2d
AI workspace is in development,Робоча область AI знаходиться в розробці,,site/modules/Ichiban/ProcessIchiban.module.php,58638440f29a5990eb547152e33298c6
"This page will become the AI area for SEO suggestions, metadata drafts, schema help, and report summaries. It sends requests through Squad and attaches exported Context files to test requests when available.","Ця сторінка стане областю штучного інтелекту для пропозицій щодо оптимізації пошукових систем, чернеток метаданих, довідки щодо схем і підсумків звітів. Він надсилає запити через Squad і вкладає експортовані файли контексту для перевірки запитів, якщо вони доступні.",,site/modules/Ichiban/ProcessIchiban.module.php,68d72f179379ad123114bc318de11d1a
Configured,Налаштовано,,site/modules/Ichiban/ProcessIchiban.module.php,61aa63eb3ac1c3408640463ee5fe8aa3
Provider: %s,Постачальник: %s,,site/modules/Ichiban/ProcessIchiban.module.php,4c2d04983cfbca7ad6fad0bae11b7618
Model: %s,Модель: %s,,site/modules/Ichiban/ProcessIchiban.module.php,33d0e5d99493052d203cd308fb3604df
Context files: %s,Файли контексту: %s,,site/modules/Ichiban/ProcessIchiban.module.php,2f86fdbafdbb907d769846547ecf8695
Open AI settings,Відкрийте налаштування AI,,site/modules/Ichiban/ProcessIchiban.module.php,a15876382b98ed526e73a6678d66c5fc
Test AI request,Тестовий запит AI,,site/modules/Ichiban/ProcessIchiban.module.php,b9b6387278ff7b8ea04568bdc5725fa3
Run test,Запустити тест,,site/modules/Ichiban/ProcessIchiban.module.php,0b9171fc5e063b1e00b222d6b63bf733
AI request failed,Збій запиту AI,,site/modules/Ichiban/ProcessIchiban.module.php,87ad7e70a6d54017a933389a756211ed
Model: %s · %d ms,Модель: %s · %d мс,,site/modules/Ichiban/ProcessIchiban.module.php,3b158020fa009a28c258d3e9b625c4be
"The provider returned an empty message body. Try another model, increase Max tokens, or reduce the Context files sent with the request.","Постачальник повернув порожнє тіло повідомлення. Спробуйте іншу модель, збільште максимальну кількість токенів або зменшіть файли контексту, надіслані із запитом.",,site/modules/Ichiban/ProcessIchiban.module.php,d8113f4d1f649caa4b106d7991e41488
Audit suggestions,Пропозиції щодо аудиту,,site/modules/Ichiban/ProcessIchiban.module.php,81670a3d543b3cb8d20b73590dd404ae
