en,mt,description,file,hash
"Return here, keep the default 5-row limit, and click Refresh from Moz. The free plan quota is tiny, so avoid repeated refreshes.","Irritorna hawn, żomm il-limitu default ta’ 5 ringieli, u kklikkja Aġġorna minn Moz. Il-kwota tal-pjan b'xejn hija ċkejkna, għalhekk evita aġġornamenti ripetuti.",,site/modules/Ichiban/ProcessIchiban.module.php,29a2d2682f58a85045b1b2ba82b05cb5
Ichiban sends the new token as the x-moz-token header. Every refresh is saved as a backlink snapshot and reused from cache on page reload. Default API base URL: https://lsapi.seomoz.com/v2. Change it only if Moz gives you a different endpoint.,Ichiban jibgħat it-token il-ġdid bħala l-header x-moz-token. Kull aġġornament jiġi ffrankat bħala snapshot backlink u jerġa' jintuża mill-cache fuq il-paġna mill-ġdid. Default API bażi URL: https://lsapi.seomoz.com/v2. Ibdelha biss jekk Moz jagħtik endpoint differenti.,,site/modules/Ichiban/ProcessIchiban.module.php,4a0f41574e0169b9cbf7b620597abc52
Moz quota,Kwota Moz,,site/modules/Ichiban/ProcessIchiban.module.php,66d1b2c330002299e4c522e06c2c4a43
%1$d / %2$d rows used (%3$d%%),Ringieli %1$d / %2$d użati (%3$d%%),,site/modules/Ichiban/ProcessIchiban.module.php,21417fddb0e37af1c5d7beb2572242aa
Quota resets,Reset tal-kwota,,site/modules/Ichiban/ProcessIchiban.module.php,c1adb60088c38d4edb700b294f2c8c1c
Last checked,Iċċekkjat l-aħħar,,site/modules/Ichiban/ProcessIchiban.module.php,712bd563f4ec14a3e9f63cd426a8f515
No quota snapshot saved yet,L-ebda snapshot tal-kwota għadha ma ġiet salvata,,site/modules/Ichiban/ProcessIchiban.module.php,a4a65810608be9f8be842570900e8393
Click Refresh quota to save current Moz usage inside Ichiban.,Ikklikkja Aġġorna l-kwota biex issalva l-użu attwali ta' Moz ġewwa Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,ad52f8b657f7285100ec4f09b0626ecc
Refresh quota,Aġġorna l-kwota,,site/modules/Ichiban/ProcessIchiban.module.php,97159fe7a75f98584a2e2462ca3d4bcc
Backlinks are not working yet,Backlinks għadhom mhumiex qed jaħdmu,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Il-kredenzjali Moz huma neqsin. Żid it-token API tiegħek, jew l-ID tal-Aċċess u ċ-Ċavetta Sigrieta tal-legat, imbagħad erġa' lura għal din il-paġna biex iġġib id-dejta tal-backlink.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Iftaħ Settings,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,L-ebda ringieli ma rritornaw,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Storja salvata,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Ħarsa ġenerali,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Firxa tad-data,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d jiem,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,ID tal-klijent salvata,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Sigriet tal-Klijent salvat,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Qabbad id-dejta tal-prestazzjoni tat-tfittxija,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
"After connecting, Ichiban will show Search Console metrics for 7, 28, 90, 180, and 365 days, including daily trends, top pages, top queries, countries, devices, search appearance, and cached Page Indexing scans.","Wara l-konnessjoni, Ichiban se juri metriċi Search Console għal 7, 28, 90, 180, u 365 jum, inklużi tendenzi ta 'kuljum, paġni ta' fuq, mistoqsijiet ewlenin, pajjiżi, apparati, dehra ta 'tfittxija, u skans ta' Indiċjar tal-Paġni fil-cache.",,site/modules/Ichiban/ProcessIchiban.module.php,d5ad36a5c11aa3bfcd6490071960510a
Connect GSC,Qabbad GSC,,site/modules/Ichiban/ProcessIchiban.module.php,5169a3e73c792b659bf7ea3ebcf90d2a
Use these values,Uża dawn il-valuri,,site/modules/Ichiban/ProcessIchiban.module.php,380619beb0f00818c369ec13a9649649
Authorized redirect URI,URI ta' direzzjoni mill-ġdid awtorizzat,,site/modules/Ichiban/ProcessIchiban.module.php,443d5d24c0964c6c49c5f81670d37624
Search Console property,proprjetà Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,2271a30c6775a2b462687d705c876d30
"Enter the exact Search Console property you use. For Domain properties, use only the bare domain, for example lqrs.uk. Ichiban automatically sends it to Google as a sc-domain property. Use https://example.com/ only for URL-prefix properties.","Daħħal il-proprjetà eżatta Search Console li tuża. Għall-proprjetajiet tad-Dominju, uża biss id-dominju vojt, pereżempju lqrs.uk. Ichiban awtomatikament jibgħatha lil Google bħala proprjetà sc-domain. Uża https://example.com/ biss għall-proprjetajiet tal-prefiss URL.",,site/modules/Ichiban/ProcessIchiban.module.php,a786f0cf80cfb5d5d10abf81ce3a6838
How to connect,Kif tikkonnettja,,site/modules/Ichiban/ProcessIchiban.module.php,84d1dfd4219bd088fcf71f136fd6b604
Create or choose a Google Cloud project.,Oħloq jew agħżel proġett Google Cloud.,,site/modules/Ichiban/ProcessIchiban.module.php,93aac15bf6a45d37a5a7bc4ffe7e8e2e
Create OAuth credentials.,Oħloq kredenzjali OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,6237e1dab705b80dca50dd7791bca8a9
Publish the OAuth app.,Ippubblika l-app OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,56cc2183e22b64a8393c94666179c05d
Save credentials in Ichiban.,Ħlief kredenzjali f'Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,dac233cae924b8d77e260ec9cf5dc33b
Connect your Google account.,Qabbad il-kont Google tiegħek.,,site/modules/Ichiban/ProcessIchiban.module.php,7b89353113f03e281ea7e3d43c50658a
Run optional indexing scan.,Mexxi l-iskannjar tal-indiċjar fakultattiv.,,site/modules/Ichiban/ProcessIchiban.module.php,cb468820ea79505bed3bd0deee6600b7
Enable Search Console API,Ippermetti Search Console API,,site/modules/Ichiban/ProcessIchiban.module.php,f121c1352efd213144968c77f03fd8ba
OAuth client setup,Setup tal-klijent OAuth,,site/modules/Ichiban/ProcessIchiban.module.php,ba9213abcc9cca89ead1239782c52a0d
What appears after connection,Dak li jidher wara l-konnessjoni,,site/modules/Ichiban/ProcessIchiban.module.php,1a5dec6593f3a1fd20673ea7830c8f9c
Date ranges,Meded tad-dati,,site/modules/Ichiban/ProcessIchiban.module.php,b719f89abe2683830aa364c642fa393a
Daily trend,Xejra ta 'kuljum,,site/modules/Ichiban/ProcessIchiban.module.php,e81292f7a544bdf1ab7316beefd13be3
Rows per detail,Ringieli għal kull dettall,,site/modules/Ichiban/ProcessIchiban.module.php,239eaebc34634cca9787fc149972746c
Page Indexing,Indiċjar tal-Paġni,,site/modules/Ichiban/ProcessIchiban.module.php,da47ac89c1a3597ba4b513b7c2fa4ca7
Section,Taqsima,,site/modules/Ichiban/ProcessIchiban.module.php,d2c24d59e0baff4d0155fbdf62590867
Breakdowns,Tħassir,,site/modules/Ichiban/ProcessIchiban.module.php,ff1cc00548a7265a8600c7ea86675f39
Revisions,Reviżjonijiet,,site/modules/Ichiban/ProcessIchiban.module.php,fd88b11cfde6aa5e3c7ff0553b534885
SEO Revisions,SEO Reviżjonijiet,,site/modules/Ichiban/ProcessIchiban.module.php,91c51ab91c24548fd5427de8a0e7f31f
Review tracked SEO field changes and restore previous values when a page edit needs to be rolled back.,Irrevedi l-bidliet fil-qasam SEO issegwi u rrestawra l-valuri preċedenti meta editjar tal-paġna jeħtieġ li tiġi rritornata.,,site/modules/Ichiban/ProcessIchiban.module.php,a1aac973a63feb1fd57f355743594c90
recent revisions,reviżjonijiet riċenti,,site/modules/Ichiban/ProcessIchiban.module.php,530945749366f603712bd4d24e0111e1
What is tracked?,X'inhu tracked?,,site/modules/Ichiban/ProcessIchiban.module.php,02855514ddbae9c70d07f449379222a0
No SEO revisions yet,L-ebda reviżjoni SEO għadha,,site/modules/Ichiban/ProcessIchiban.module.php,6bf3a349304b11418b6a2f280da6a678
Date,Data,,site/modules/Ichiban/ProcessIchiban.module.php,44749712dbec183e983dcd78a7736c41
%d more changes,%d aktar bidliet,,site/modules/Ichiban/ProcessIchiban.module.php,49aea55a61e372375780c2356ff3c9ca
Reports,Rapporti,,site/modules/Ichiban/ProcessIchiban.module.php,c91c7b93c28cd18741b71f727ee81ee3
SEO Reports,Rapporti SEO,,site/modules/Ichiban/ProcessIchiban.module.php,81ba12f30d83c378af285a0371230353
Report settings saved.,Issettjar tar-rapporti ssejvjati.,,site/modules/Ichiban/ProcessIchiban.module.php,15f016ff5c23d5df2b3f38a408b5edf5
Report JSON generated.,Rapport JSON iġġenerat.,,site/modules/Ichiban/ProcessIchiban.module.php,07225234b62f106f4bcec15723b1891c
Enter a valid recipient email address for the test.,Daħħal indirizz elettroniku validu tar-riċevitur għat-test.,,site/modules/Ichiban/ProcessIchiban.module.php,bb14575c101749a7c485e4a2969d1a25
Test report sent to %s.,Rapport tat-test mibgħut lil %s.,,site/modules/Ichiban/ProcessIchiban.module.php,86c9c8aedf1b4156d0df0827e5fcc95e
Test report could not be sent. Check the selected WireMail provider and sender settings.,Ir-rapport tat-test ma setax jintbagħat. Iċċekkja l-fornitur tal-WireMail magħżul u l-issettjar tal-mittent.,,site/modules/Ichiban/ProcessIchiban.module.php,9a4b615ca2f061284e2f889a5e0406a7
Monthly,Kull xahar,,site/modules/Ichiban/ProcessIchiban.module.php,9030e39f00132d583da4122532e509e9
In development,Fl-iżvilupp,,site/modules/Ichiban/ProcessIchiban.module.php,be78895889e8bb7c29f2b40b8b9027ce
Never,Qatt,,site/modules/Ichiban/ProcessIchiban.module.php,6e7b34fa59e1bd229b207892956dc41c
Email reports,Rapporti bl-email,,site/modules/Ichiban/ProcessIchiban.module.php,555c449850a679d325c002d6081e9373
Reports are in development,Ir-rapporti qegħdin jiżviluppaw,,site/modules/Ichiban/ProcessIchiban.module.php,9f209867ef413cf433f09d82c8d3728e
"LazyCron will generate the report as JSON, store the latest snapshot here, and send the same report by email. DOCX export is available for printing or sharing with a client.","LazyCron se jiġġenera r-rapport bħala JSON, jaħżen l-aħħar snapshot hawn, u jibgħat l-istess rapport bl-email. L-esportazzjoni DOCX hija disponibbli għall-istampar jew il-qsim ma 'klijent.",,site/modules/Ichiban/ProcessIchiban.module.php,db19324b69e6523d959f877cc425ae59
Current schedule: %s,Skeda kurrenti: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c9d0f684bd8afe89509359f6f64af465
Email delivery is enabled in settings.,Il-kunsinna tal-email hija attivata fis-settings.,,site/modules/Ichiban/ProcessIchiban.module.php,f5ea5a57edff2817de95a4a680310939
Last generated: %s,L-aħħar iġġenerat: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c20ff854937e5b0fa34512a7281f0eb5
Recipients: %s,Riċevituri: %s,,site/modules/Ichiban/ProcessIchiban.module.php,3d142456f4594a65bf0328b48c3ea3cb
"A short operational digest: current SEO score, new critical issues, pages that need attention, Search Console movement, and indexing warnings from the latest cached scan.","Diġest operattiv qasir: punteġġ attwali SEO, kwistjonijiet kritiċi ġodda, paġni li jeħtieġu attenzjoni, moviment Search Console, u twissijiet ta 'indiċjar mill-aħħar skanjar fil-cache.",,site/modules/Ichiban/ProcessIchiban.module.php,ef526c8948e5024b155827fe4d6ab441
"A broader trend summary: score change, issue totals, top winning and losing pages, query visibility, cleanup activity, redirect hits, and recommendations for the next month.","Sommarju tat-tendenza usa ': bidla fil-punteġġ, totali tal-ħruġ, l-aqwa paġni rebbieħa u telliefa, viżibilità tal-mistoqsijiet, attività ta' tindif, hits ta' direzzjoni ġdida, u rakkomandazzjonijiet għax-xahar li jmiss.",,site/modules/Ichiban/ProcessIchiban.module.php,672d04b68f6e2446736244f5394f33a1
Planned report data,Data tar-rapport ippjanat,,site/modules/Ichiban/ProcessIchiban.module.php,3c60f8a18255c43f46adf559658e9469
SEO health score and critical audit issues,Punteġġ tas-saħħa SEO u kwistjonijiet kritiċi tal-awditjar,,site/modules/Ichiban/ProcessIchiban.module.php,ba95ccf5ff1e3c1e123d72d3b5839600
"Missing titles, descriptions, OG images, and noindex pages","Titoli nieqsa, deskrizzjonijiet, immaġini OG, u paġni noindex",,site/modules/Ichiban/ProcessIchiban.module.php,5514beefa3cf9fb90a5aab1b5635fe39
"Search Console clicks, impressions, CTR, and average position","Search Console klikks, impressjonijiet, CTR, u pożizzjoni medja",,site/modules/Ichiban/ProcessIchiban.module.php,0d08eb3c00cf5df40cebd7cd903d9ef4
"Top pages, top queries, countries, devices, and search appearance","L-aqwa paġni, l-aqwa mistoqsijiet, il-pajjiżi, it-tagħmir, u d-dehra tat-tfittxija",,site/modules/Ichiban/ProcessIchiban.module.php,c941e3e28d391260d0ab99b8eae0543f
Page Indexing sample scan issues,Kwistjonijiet ta' skannjar tal-kampjuni ta' indiċjar tal-paġna,,site/modules/Ichiban/ProcessIchiban.module.php,7489962f8f744553c84540b49cdfe252
"Recent redirects, cleanup blocks, and SEO revisions","Ridirezzjonijiet riċenti, blokki ta 'tindif, u reviżjonijiet SEO",,site/modules/Ichiban/ProcessIchiban.module.php,65c0c6e55aebd2915fcf247e41d31324
Latest JSON report,L-aħħar rapport JSON,,site/modules/Ichiban/ProcessIchiban.module.php,adbf210d8192e10cdb1b48623db1bc0a
Generate report JSON,Iġġenera rapport JSON,,site/modules/Ichiban/ProcessIchiban.module.php,2d6f6e522bfa1c678f32eaafac824604
Download DOCX,Niżżel DOCX,,site/modules/Ichiban/ProcessIchiban.module.php,7346caa5c044baf6fa89eef9027e0dc2
No report JSON has been generated yet.,L-ebda rapport JSON għadu ma ġie ġġenerat.,,site/modules/Ichiban/ProcessIchiban.module.php,6371fb284d0f3d642f925706554074a4
SEO score,punteġġ SEO,,site/modules/Ichiban/ProcessIchiban.module.php,074b37a1f8c8d097db329269306dc82a
priority issues,kwistjonijiet ta’ prijorità,,site/modules/Ichiban/ProcessIchiban.module.php,511f2908daccf3e43e3b2aadb757c69f
redirects,indirizzi mill-ġdid,,site/modules/Ichiban/ProcessIchiban.module.php,2d8413ae32cda5259e93d4f3666f1235
Report settings,Issettjar tar-rapport,,site/modules/Ichiban/ProcessIchiban.module.php,d7ef833eef4eab6e04dae7e2d02281e2
Enable scheduled SEO email reports,Ippermetta rapporti bl-email SEO skedati,,site/modules/Ichiban/ProcessIchiban.module.php,02aeff7b30592ea88903bc067d53d785
Frequency,Frekwenza,,site/modules/Ichiban/ProcessIchiban.module.php,7cf395303ce3665a9834721d4b748e4b
Recipients,Riċevituri,,site/modules/Ichiban/ProcessIchiban.module.php,5959cf158e76f7c6f27bff2917ee05b1
Include Google Search Console summary,Inkludi sommarju Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,b738447fc9dae2d3887e9c28dfb6dab1
Mailer,Mailer,,site/modules/Ichiban/ProcessIchiban.module.php,ab7cdc2b180fc58564cd06e2e1507977
From email,Mill-email,,site/modules/Ichiban/ProcessIchiban.module.php,3b4d5020b407b2eae50b456767d206b3
From name,Mill-isem,,site/modules/Ichiban/ProcessIchiban.module.php,c3a7ea0c38bac179a545dbfaf4ebb013
Save report settings,Issejvja s-settings tar-rapport,,site/modules/Ichiban/ProcessIchiban.module.php,ee6194f4ccfdbe7933961e43d6f90d76
Send Test Mail,Ibgħat Posta tat-Test,,site/modules/Ichiban/ProcessIchiban.module.php,36919f04baddfe13a8f360fab4d3b8c6
"Save your settings first, then test. The email is sent through the currently selected WireMail provider.","Issejvja s-settings tiegħek l-ewwel, imbagħad ittestja. L-email tintbagħat permezz tal-fornitur WireMail magħżul bħalissa.",,site/modules/Ichiban/ProcessIchiban.module.php,a7cdc8690b95d29021411bc235e02e00
Recipient email address,Indirizz elettroniku tar-riċevitur,,site/modules/Ichiban/ProcessIchiban.module.php,718ab67ab696216232f873a816b4c3ae
PHP ZipArchive extension is required to generate DOCX reports.,L-estensjoni PHP ZipArchive hija meħtieġa biex tiġġenera rapporti DOCX.,,site/modules/Ichiban/ProcessIchiban.module.php,77583b688213cdb648ab7259d4b743da
Default (site WireMail setting),Default (issettjar tal-WireMail tas-sit),,site/modules/Ichiban/ProcessIchiban.module.php,22b68561382eae5a367978df7489a588
Cleanup,Tindif,,site/modules/Ichiban/ProcessIchiban.module.php,8c6384dda98d8864d00e29dc96179970
Crawl & Search Cleanup,Tkaxkir u Fittex Cleanup,,site/modules/Ichiban/ProcessIchiban.module.php,2f33b05b959e88dac60b3ade4c27982c
Cleanup log table is not available yet.,It-tabella tar-reġistru tat-tindif għadha mhix disponibbli.,,site/modules/Ichiban/ProcessIchiban.module.php,5b710bb3eabf36b0fd2fad5981e4c49d
Monitor spam search queries and lightweight crawl-surface cleanup that keeps low-value URLs out of public search paths.,Immonitorja l-mistoqsijiet ta’ tfittxija tal-ispam u t-tindif ħafif tal-wiċċ tat-tkaxkir li jżomm lil URLs ta’ valur baxx barra mill-mogħdijiet ta’ tfittxija pubblika.,,site/modules/Ichiban/ProcessIchiban.module.php,8fbde3592f3d8a4f25335e0eb1131b15
On,Fuq,,site/modules/Ichiban/ProcessIchiban.module.php,521c36a31c2762741cf0f8890cbe05e3
recent blocks,blokki riċenti,,site/modules/Ichiban/ProcessIchiban.module.php,cc25395c697bda6b15d8c719c91305c9
unique IPs,IPs uniċi,,site/modules/Ichiban/ProcessIchiban.module.php,9a9938cc7d9d0bb27617530349ebe7f2
custom patterns,mudelli tad-dwana,,site/modules/Ichiban/ProcessIchiban.module.php,84ba93e6ab6d556b08280bfe7ed8c5c8
Current action,Azzjoni kurrenti,,site/modules/Ichiban/ProcessIchiban.module.php,43f46ad0a6a808aa9c365af10603d239
No blocked queries logged yet,S'issa l-ebda mistoqsija imblukkata ma illoggjat,,site/modules/Ichiban/ProcessIchiban.module.php,b505562d3d31085f4552c94d6e6d5d48
Sitemap,Mappa tas-sit,,site/modules/Ichiban/ProcessIchiban.module.php,5813ce0ec7196c492c97596718f71969
XML Sitemap,XML Mappa tas-Sit,,site/modules/Ichiban/ProcessIchiban.module.php,7036538ac2854b23d072ec99da8f5b0a
"Generated %d sitemap file(s), %s URLs in %.2fs.","Fajl(i) tal-mappa tas-sit %d iġġenerat(i), %s URLs f'% .2fs.",,site/modules/Ichiban/ProcessIchiban.module.php,77cef957a2ef87caa1adff97fe75dfed
Sitemap generation failed: ,Il-ġenerazzjoni tal-mappa tas-sit falliet: ,,site/modules/Ichiban/ProcessIchiban.module.php,aa4d6eca815f814ae8d66b7a0e9ace89
Sitemap files deleted.,Fajls tal-map tas-sit imħassra.,,site/modules/Ichiban/ProcessIchiban.module.php,bef940614944b349e06fa81bd9d62db6
Sitemap directory created.,Direttorju tal-mappa tas-sit maħluq.,,site/modules/Ichiban/ProcessIchiban.module.php,2c4ef09ebfa180f06b1d4ac5a6bbaa13
Off,Mitfi,,site/modules/Ichiban/ProcessIchiban.module.php,d15305d7a4e34e02489c74a5ef542f36
Generate and inspect the XML sitemap files served by Ichiban.,Iġġenera u spezzjona l-fajls tal-map tas-sit XML moqdija minn Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,200a4445b971d7a768a8f3f6efd283ba
Open Sitemap Settings,Iftaħ is-Settings tal-Mappa tas-Sit,,site/modules/Ichiban/ProcessIchiban.module.php,7af59ca1298bf39877eea71c7450924c
files,fajls,,site/modules/Ichiban/ProcessIchiban.module.php,45b963397aa40d4a0063e0d85e4fe7a1
URLs,URLs,,site/modules/Ichiban/ProcessIchiban.module.php,6f0118397671d5cdea6c525a67f4753c
total size,daqs totali,,site/modules/Ichiban/ProcessIchiban.module.php,9093525a73c1e95a729e1392e4ede0c6
OK,OK,,site/modules/Ichiban/ProcessIchiban.module.php,e0aa021e21dddbd6d8cecec71e9cf564
LazyCron,LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,30d7a80090e845f560b7784238e85969
Public index,Indiċi pubbliku,,site/modules/Ichiban/ProcessIchiban.module.php,0742c642fa68e53b7605f135544a243f
Last generated,Ġenerat l-aħħar,,site/modules/Ichiban/ProcessIchiban.module.php,aa9053ec771f1c66b14089ff8b2be89b
Directory,Direttorju,,site/modules/Ichiban/ProcessIchiban.module.php,e73cda510e8bb947f7e61089e5581494
Auto regeneration,Riġenerazzjoni awtomatika,,site/modules/Ichiban/ProcessIchiban.module.php,8958c951653a6c1ba525bf7232d20caa
"Sitemap auto-regeneration is enabled, but LazyCron is not installed. Install the core LazyCron module or use Generate Now manually.","Ir-riġenerazzjoni awtomatika tal-map tas-sit hija attivata, iżda LazyCron mhux installat. Installa l-modulu ċentrali LazyCron jew uża Iġġenera Issa manwalment.",,site/modules/Ichiban/ProcessIchiban.module.php,1d9c6da96b457bdd5259ae38c86cc080
The sitemap directory does not exist yet.,Id-direttorju tal-mappa tas-sit għadu ma jeżistix.,,site/modules/Ichiban/ProcessIchiban.module.php,3511021951e6cabe1ef6547dfaacbcaa
Create Directory,Oħloq Direttorju,,site/modules/Ichiban/ProcessIchiban.module.php,1a66ebe97638ee1c7c8f277aacb01e5e
The sitemap directory is not writable.,Id-direttorju tal-mappa tas-sit ma jistax jinkiteb.,,site/modules/Ichiban/ProcessIchiban.module.php,5eefd5c32b1e8ae11379ede114ef4ead
Generating...,Ġenerazzjoni...,,site/modules/Ichiban/ProcessIchiban.module.php,530a6ed46ff9e1aa707e0af48a465be7
Delete Files,Ħassar Fajls,,site/modules/Ichiban/ProcessIchiban.module.php,9e58e0e2c85e2f645c34af266791657c
No sitemap files yet,Għadu l-ebda fajl tal-map tas-sit,,site/modules/Ichiban/ProcessIchiban.module.php,16ee2ae1c432ef5c40d9b4ac537491dc
File,Fajl,,site/modules/Ichiban/ProcessIchiban.module.php,0b27918290ff5323bea1e3b78a9cf04e
index,indiċi,,site/modules/Ichiban/ProcessIchiban.module.php,6a992d5529f459a44fee58c733255e86
Disabled,B'diżabilità,,site/modules/Ichiban/ProcessIchiban.module.php,b9f5c797ebbf55adccdd8539a65a0241
Waiting for LazyCron module,Stennija għall-modulu LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,1527913f2df3d5298c0648cd8b52e90e
"%s, minimum interval %d seconds","%s, intervall minimu %d sekondi",,site/modules/Ichiban/ProcessIchiban.module.php,2c450a87221f73b6299b349f0eebdbfb
Migration,Migrazzjoni,,site/modules/Ichiban/ProcessIchiban.module.php,19f59b74448f6a27519db281a44e4b12
SEO Migration,SEO Migrazzjoni,,site/modules/Ichiban/ProcessIchiban.module.php,d65d3e75a29453ce407a987b950ea6bf
"Repaired duplicate Ichiban fields. Kept %s, removed %s from %d template(s), copied %d row(s). Backups: %s.","Imsewwi oqsma Ichiban duplikati. Żamm %s, neħħa %s minn mudell(i) %d, ikkupjat ringiela(i) %d. Backups: %s.",,site/modules/Ichiban/ProcessIchiban.module.php,9fbd0aa4cbdcb9a0592cd0f899d7ce45
Converted field %s. Backup table: %s. Rows migrated: %d.,Qasam konvertit %s. Tabella ta 'backup: %s. Ringieli emigrati: %d.,,site/modules/Ichiban/ProcessIchiban.module.php,e7b762ae23ff58d931eae481c208f566
Convert existing SeoMaestro fields to Ichiban without deleting the field or losing per-page SEO data.,Ikkonverti oqsma SeoMaestro eżistenti għal Ichiban mingħajr ma tħassar il-qasam jew titlef id-dejta SEO għal kull paġna.,,site/modules/Ichiban/ProcessIchiban.module.php,e657b03d129c75fe7906187a5aab9166
SeoMaestro reference,Referenza SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,a745e6adcf5830f34bd49d67a4615509
Find SeoMaestro fields,Sib oqsma SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,878ef99969f24c1bb0b091ea84391c43
Create a table backup,Oħloq backup tal-mejda,,site/modules/Ichiban/ProcessIchiban.module.php,79061263518514152c480906a1677e4d
Convert data and switch type,Ikkonverti d-data u t-tip ta 'swiċċ,,site/modules/Ichiban/ProcessIchiban.module.php,797fa1d3ee920c779c2bf520017431ad
FieldtypeIchiban is not installed yet. Install it from Modules before running a migration.,FieldtypeIchiban għadu mhux installat. Installaha minn Moduli qabel ma tmexxi migrazzjoni.,,site/modules/Ichiban/ProcessIchiban.module.php,9b913bfac7efd6b6a3e6301ae4156cee
No SeoMaestro fields found,Ma nstab l-ebda qasam SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,2e7bfb05187020c3ff85b53ec5a64901
Field,Qasam,,site/modules/Ichiban/ProcessIchiban.module.php,6f16a5f8ff5d75ab84c018adacdfcbb7
None,Xejn,,site/modules/Ichiban/ProcessIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Create a backup and convert this field to Ichiban?,Oħloq backup u tikkonverti dan il-qasam għal Ichiban?,,site/modules/Ichiban/ProcessIchiban.module.php,683bbabbc942967ecf2d819ad6b230f0
Before you run it,Qabel ma tmexxiha,,site/modules/Ichiban/ProcessIchiban.module.php,6c4a12988eee52faf677b0ba81a0d60f
Field tokens like {title} become Ichiban field sources; custom text stays custom text.,Field tokens bħal {title} isiru sorsi ta 'field Ichiban; test tad-dwana jibqa' test tad-dwana.,,site/modules/Ichiban/ProcessIchiban.module.php,c81ce93ae3b85794289232491c159941
"Field tokens become sources, custom copy is preserved.","It-tokens tal-qasam isiru sorsi, il-kopja tad-dwana tiġi ppreservata.",,site/modules/Ichiban/ProcessIchiban.module.php,b5d6c6f7b7366b52649bd3d0599a4c32
Copied as the page canonical override when it is not inherited.,Ikkupjat bħala l-paġna kanonika override meta ma tintiret.,,site/modules/Ichiban/ProcessIchiban.module.php,01f0daf761da2a9bedbf32f5c6c038e6
Field tokens become sources for social title output.,It-tokens tal-qasam isiru sorsi għall-output tat-titlu soċjali.,,site/modules/Ichiban/ProcessIchiban.module.php,80596546abff1f2d450e7364efc1987b
Field tokens become sources for social description output.,It-tokens tal-qasam isiru sorsi għall-output tad-deskrizzjoni soċjali.,,site/modules/Ichiban/ProcessIchiban.module.php,2d370202ef1621a980a4720fa4cfc741
Copied as the selected OG image source. Ichiban resolves image output at render time.,Ikkupjat bħala s-sors tal-immaġni OG magħżul. Ichiban isolvi l-output tal-immaġni fil-ħin tar-rendi.,,site/modules/Ichiban/ProcessIchiban.module.php,6de748487fb10d7bb6401237d3089fd2
Copied as alternate text for the OG image.,Ikkupjat bħala test alternattiv għall-immaġni OG.,,site/modules/Ichiban/ProcessIchiban.module.php,235b78afb8eb5097f7ac022c1794ebba
Copied when SeoMaestro stored an explicit type.,Ikkupjat meta SeoMaestro ħażen tip espliċitu.,,site/modules/Ichiban/ProcessIchiban.module.php,db63810c354e9cbc7a45c3346f27378f
Copied as the page Twitter/X card mode.,Ikkopjati bħala l-paġna Twitter/X card mode.,,site/modules/Ichiban/ProcessIchiban.module.php,1df72f56060ebb5e833fd2cb7789d10b
Copied as the page creator handle.,Ikkupjat bħala l-manku tal-kreatur tal-paġna.,,site/modules/Ichiban/ProcessIchiban.module.php,cd7881e988df3f0df6969b714476611a
Copied only when the value is not inherit.,Ikkupjat biss meta l-valur ma jirtux.,,site/modules/Ichiban/ProcessIchiban.module.php,26f5e971c7d642983712af156444ddc7
